id,ctrl.turbo.rah.nobiotin,ctrl.turbo.cyto.nobiotin,ctrl.noturbo.nobiotin,turborah.toxo.r1,turborah.mock.r1,turborah.toxo.r2,turborah.mock.r2,turborah.toxo.r3,turbocyto.toxo.r1,turborah.toxo.r4,turbocyto.toxo.r2,turborah.vs.turbocyto.logFC,turborah.vs.turbocyto.P.Value,turborah.vs.turbocyto.adj.P.Val,turborah.vs.turbocyto.Q.Value,turborah.toxo.vs.mock.logFC,turborah.toxo.vs.mock.P.Value,turborah.toxo.vs.mock.adj.P.Val,turborah.toxo.vs.mock.Q.Value,turborah.toxo.vs.ctrl.logFC,turborah.toxo.vs.ctrl.P.Value,turborah.toxo.vs.ctrl.adj.P.Val,turborah.toxo.vs.ctrl.Q.Value,turbocyto.toxo.vs.ctrl.logFC,turbocyto.toxo.vs.ctrl.P.Value,turbocyto.toxo.vs.ctrl.adj.P.Val,turbocyto.toxo.vs.ctrl.Q.Value,turborah.toxo.vs.all.logFC,turborah.toxo.vs.all.P.Value,turborah.toxo.vs.all.adj.P.Val,turborah.toxo.vs.all.Q.Value,turborah.vs.turbocyto.zscore,turborah.toxo.vs.mock.zscore,turborah.toxo.vs.ctrl.zscore,turbocyto.toxo.vs.ctrl.zscore,id.nodash,accession_number,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,entry_name,X20191014_Toxoplasma_TMT_FullExperiment.unique_peptides,X20191014_Toxoplasma_TMT_FullExperiment.numSpectra,X20191014_Toxoplasma_TMT_FullExperiment.totalIntensity,X20191014_Toxoplasma_TMT_FullExperiment.pct_cov,subcellular.location,gene,Location,toxo_gene_name,toxo_nonsecreted_gene_name,lopit_prediction,has.imputed
P55265-4,-3.025083310413495,-2.6275734700675883,-4.122215509097072,-0.24430351882852458,-0.15822289589993488,-0.10001456766950372,0.1614958783495633,-0.07564830205808379,1.2416121309252608,-0.06265335948366314,1.3757625772013518,-1.42934229107325,0.0016818434951053221,0.005956201796823032,0.005956201796823032,-0.122291428234758,0.7449687638706706,0.999812317632854,0.999812317632854,3.137635826182775,1.4857326428275275e-7,2.731648657981264e-7,2.731648657981264e-7,4.566978117256025,1.2619818476959632e-8,3.190795658262663e-8,3.190795658262663e-8,-1.4309787822980642,0.0094409799815684,0.058372002858776494,0.058372002858776494,-0.504535281225244,-0.5598345241301687,-0.19870832009785544,0.23636936975222625,P55265,P55265-4,1,23,16,16,P55265-4|P55265|P55265-5|P55265-2|P55265-3,HUMAN,142147.5,14.8,647,647.1,243.38,243.38,Isoform 4 of Double-stranded RNA-specific adenosine deaminase,16,23,1280000000,14.80%,"SUBCELLULAR LOCATION: Isoform 1: Cytoplasm {ECO:0000269|PubMed:7565688}. Nucleus {ECO:0000269|PubMed:24753571, ECO:0000269|PubMed:7565688}. Note=Shuttles between the cytoplasm and nucleus (PubMed:7565688, PubMed:24753571). Nuclear import is mediated by TNPO1 (PubMed:24753571). {ECO:0000269|PubMed:24753571, ECO:0000269|PubMed:7565688}.; SUBCELLULAR LOCATION: Isoform 5: Cytoplasm {ECO:0000269|PubMed:19124606}. Nucleus {ECO:0000269|PubMed:19124606, ECO:0000269|PubMed:7565688}. Nucleus, nucleolus {ECO:0000269|PubMed:12665561}. Note=Predominantly nuclear but can shuttle between nucleus and cytoplasm. TNPO1 can mediate its nuclear import whereas XPO5 can mediate its nuclear export. {ECO:0000269|PubMed:19124606}.",ADAR,Unknown,NA,NA,NA,FALSE
O43303,-3.9821459547626854,-2.974354853368559,-5.042156757378236,-0.9240016637215716,-0.745882849895909,-0.7866569422121047,-0.6806485649166792,-0.7135707553460386,1.7992963755567863,-0.7653388648816358,1.9159349468412497,-2.655007717739356,2.3747831664798567e-5,6.659972914264125e-4,6.659972914264125e-4,-0.08412634913404349,0.8472487806011564,0.999812317632854,0.999812317632854,3.2021604652961564,7.172507612539645e-7,9.912007047884648e-7,9.912007047884648e-7,5.857168183035512,3.593674132594017e-9,1.8340671363913336e-8,1.8340671363913336e-8,-1.9417420103330616,0.00349116918231222,0.05760728849389117,0.05760728849389117,-1.8770944086116623,-0.47825183212383415,-0.13184085906874615,1.4147692427208765,O43303,O43303,1,31,17,17,O43303|O43303-2|H3BVH3,HUMAN,114220.9,23.5,648,648.1,243.37,243.37,Centriolar coiled-coil protein of 110 kDa,17,31,1880000000,23.50%,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:12361598, ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:16760425, ECO:0000269|PubMed:17681131, ECO:0000269|PubMed:17719545, ECO:0000269|PubMed:20596027, ECO:0000269|PubMed:21620453}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q7TSH4}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q7TSH4}. Note=Recruited early and then associates with the growing distal tips. Recruited to the mother centriole by KIF24. Removed from centrioles by TTBK2, leading to initiation of ciliogenesis and localizes only to the daughter centriole in ciliated cells. In cytotoxic T lymphocytes remains associated with the mother centriole during docking of the centrosome at the immunological synapse upon target contact. {ECO:0000250|UniProtKB:Q7TSH4, ECO:0000269|PubMed:21620453}.",CCP110,Unknown,NA,NA,NA,FALSE
Q02878,-2.272864016327653,-1.9551093985680394,-3.3434169863464933,0.3651972643078982,0.2310840219451012,0.13355367146611247,0.4713866617296447,0.2997772360513744,0.5823105381365675,0.16870625203703934,0.712992525062521,-0.4058429256339381,0.27549448666443604,0.3374191795581172,0.3374191795581172,-0.10942673587176685,0.7641006111900014,0.999812317632854,0.999812317632854,2.765605406379669,4.742076677536552e-7,6.965890317023949e-7,6.965890317023949e-7,3.171448332013607,7.752670054935652e-7,9.280708703413769e-7,9.280708703413769e-7,-0.757078267471311,0.12333604052123073,0.18544258892592158,0.18544258892592158,0.6416285619771572,-0.5323346142770667,-0.5842467739296467,-1.0382429259641337,Q02878,Q02878,1,43,16,16,Q02878,HUMAN,32784.4,44.7,649,649.1,243.36,243.36,60S ribosomal protein L6,16,43,16200000000,44.70%,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:Q2YGT9}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:Q2YGT9, ECO:0000269|PubMed:25957688}.",RPL6,Unknown,NA,NA,NA,FALSE
P62280,-2.764135849876419,-2.329539048551803,-3.393815784635668,0.003604883865373465,-0.2428688388758465,0.19275014722755265,0.0972296701218627,0.187676404966071,1.068649316817556,0.02370437994335846,1.1670533109607844,-1.0159173598885811,0.006878004102693453,0.01614918345510702,0.01614918345510702,0.17475353837758073,0.594492999647004,0.999812317632854,0.999812317632854,2.931097515021886,6.196473702874292e-8,1.4608132778274377e-7,1.4608132778274377e-7,3.947014874910467,1.3795663973619426e-8,3.336006520568586e-8,3.336006520568586e-8,-0.9430977755115891,0.03903948354103479,0.0885605676432778,0.0885605676432778,-0.041562148067590524,0.07513672692411358,-0.4127458205370434,-0.32987635279862687,P62280,P62280,1,66,17,15,P62280|M0QZC5|M0R1H6|M0R1H5,HUMAN,18601.6,62.6,650,650.1,243.18,216.52,40S ribosomal protein S11,17,66,73700000000,62.60%,NA,RPS11,Unknown,NA,NA,NA,FALSE
TGGT1_226970-t26_1-p1,-2.6332964317600562,-2.0809560420904503,-3.0490344395358955,0.021621403184841178,-1.7691534574054943,0.14213029343985972,-1.4893345272691803,0.2105299715133686,1.435166864731066,0.10677961166977526,1.4726872974325294,-1.3336617611298363,7.183476133601365e-4,0.0034372984101801152,0.0034372984101801152,1.7495093122892982,5.961971348615516e-5,0.004116193688238018,0.004116193688238018,2.7080276244140955,1.0442959986381348e-7,2.1053953297930932e-7,2.1053953297930932e-7,4.041689385543932,6.339261835777291e-9,2.2969685737130785e-8,2.2969685737130785e-8,0.2955822312075007,0.47115255882005,0.5334367826265828,0.5334367826265828,-0.39738761936761857,3.4413767116286462,-0.6439151447199156,-0.2434050380187841,TGGT1_226970,TGGT1_226970,1,18,10,8,TGGT1_226970-t26_1-p1,Toxoplasma_gondii_GT1,18904.8,50.9,650,650.2,124.72,98.06,TGGT1_226970,8,18,3980000000,44.00%,NA,NA,Unknown,NA,RPS11,40S ribosome,FALSE
A0A0A0MRA8,-3.9463375796495757,-2.720674988279388,-4.818800490730359,-0.30520474087015553,-0.10660891425470757,-0.16982973360901105,0.18742227715068555,-0.10030549290218269,1.3362307528755215,-0.21093016329504416,1.4116984308427567,-1.5705321245282373,0.002902221108357505,0.008693127057024136,0.008693127057024136,-0.23697421411708733,0.5953873045206284,0.999812317632854,0.999812317632854,3.6320368202173428,1.9391166787155535e-7,3.3495832128947825e-7,3.3495832128947825e-7,5.202568944745581,2.0410935956636396e-8,4.289676593688418e-8,4.289676593688418e-8,-1.6109388059762262,0.012590669371729367,0.060209089980043665,0.060209089980043665,-0.6626464511959406,-0.8049835090012969,0.3136438550653124,0.8168886050489456,A0A0A0MRA8,A0A0A0MRA8,1,24,17,16,A0A0A0MRA8|Q9Y2J2-2|A8K968|Q9Y2J2-4|Q9Y2J2|A0A0A0MSA4|Q9Y2J2-3|A0A1B0GTF8,HUMAN,102742.5,25.7,651,651.1,243.09,225.11,Band 4.1-like protein 3,17,24,4440000000,25.70%,NA,EPB41L3,Unknown,NA,NA,NA,FALSE
P11171,-2.8571688210263244,-2.4574641347942343,-3.6200054093610983,-0.13148398452265653,-0.298755508960022,-0.052010366937083816,0.014213948199291377,-0.06840688926898904,1.27255800807276,-0.14220992475605276,1.3909635497454247,-1.4302885702802877,6.652606182570614e-4,0.003314545908046596,0.003314545908046596,0.04374298900916973,0.8959586314171805,0.999812317632854,0.999812317632854,2.879684997022691,1.0352980372050018e-7,2.0972534490206712e-7,2.0972534490206712e-7,4.309973567302979,6.059258560584774e-9,2.2619028316633262e-8,2.2619028316633262e-8,-1.2880177898999223,0.008896591589579889,0.05833511164052797,0.05833511164052797,-0.5055949702190082,-0.20491492108894266,-0.46602507309789315,0.0016333126007856435,P11171,P11171,1,2,3,2,P11171|P11171-2|P11171-3|Q4VB86|P11171-4|P11171-5|P11171-6|P11171-7,HUMAN,97585.6,4.5,651,651.2,30.25,12.27,Protein 4.1,2,2,203000000,3.30%,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12427749}. Cytoplasm, cell cortex {ECO:0000269|PubMed:12427749, ECO:0000269|PubMed:23870127}. Nucleus {ECO:0000269|PubMed:12427749}.",EPB41,Unknown,NA,NA,NA,FALSE
TGGT1_311470-t26_1-p1,-3.060285814147078,-2.89859305783676,-3.9613489399266095,0.5966492326914661,-1.107896793590532,0.605295423713435,-1.0390284704800639,0.6820076498632975,0.7688451249531084,0.6468111316315142,0.8668850616454284,-0.18517423382434006,0.5730378610009931,0.6302298711854225,0.6302298711854225,1.7061534915102259,1.0985041014178218e-4,0.0059939344759620825,0.0059939344759620825,3.939433463445077,1.4178811308466853e-9,1.49896620801698e-8,1.49896620801698e-8,4.1246076972694175,7.883851741414267e-9,2.5043258630238935e-8,2.5043258630238935e-8,0.8882883982109575,0.0500859466865131,0.10079759526500524,0.10079759526500524,0.8887439822885068,3.348698151629679,0.6322017477393189,-0.1676712910339522,TGGT1_311470,TGGT1_311470,1,24,17,17,TGGT1_311470-t26_1-p1,Toxoplasma_gondii_GT1,187935.4,14.5,652,652.1,242.7,242.7,TGGT1_311470,17,24,719000000,14.50%,NA,NA,Unknown,NA,NA,NA,FALSE
Q96P70,-3.5651377396119446,-2.527975153157361,-4.600145656359321,-0.1671797957537542,-0.20775356110516624,-0.024745964549848315,0.01987849533016736,0.039256277852552146,1.260231155039015,-0.002576332341648464,1.3370980651687117,-1.3374760638020378,0.007748723395860262,0.01767628539999681,0.01767628539999681,0.05512607918932472,0.899926402551882,0.999812317632854,0.999812317632854,3.5256080626780344,2.3799640266314721e-7,3.954527653287952e-7,3.954527653287952e-7,4.8630841264800715,4.061241345400547e-8,7.04573306230259e-8,7.04573306230259e-8,-1.2435385309145384,0.04207502681830592,0.0913916312506272,0.0913916312506272,-0.4016590590553522,-0.18058212361727363,0.2033507810563118,0.5068188894856296,Q96P70,Q96P70,1,27,14,14,Q96P70,HUMAN,116930.7,19.3,653,653.1,241.97,241.97,Importin-9,14,27,987000000,19.30%,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11823430}. Nucleus {ECO:0000269|PubMed:11823430}.,IPO9,Unknown,NA,NA,NA,FALSE
Q16832,-3.386919094017922,-3.060947122979738,-4.427405955700004,0.33075219297146236,0.3959931015824738,0.4931490630592624,0.6062451210437653,0.5985554692183023,0.1375992085973248,0.49044078895737875,0.28170543735001813,0.26857205557792996,0.46102903810750706,0.5224995765218413,0.5224995765218413,-0.02289473276151799,0.9493921040812758,0.999812317632854,0.999812317632854,4.1033151027841575,3.0337016625593886e-9,2.213872140890178e-8,2.213872140890178e-8,3.8347430472062274,6.931339314887627e-8,1.0741512094486873e-7,1.0741512094486873e-7,-0.2325470557351894,0.6190979743652387,0.6704252392053787,0.6704252392053787,1.3968709127599375,-0.3473614942212919,0.8020337573788725,-0.43242024227176623,Q16832,Q16832,1,27,16,16,Q16832,HUMAN,97647.4,23.2,654,654.1,241.7,241.7,Discoidin domain-containing receptor 2,16,27,1680000000,23.20%,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18201965, ECO:0000269|PubMed:20223752, ECO:0000269|PubMed:9659899}; Single-pass type I membrane protein {ECO:0000269|PubMed:18201965, ECO:0000269|PubMed:20223752, ECO:0000269|PubMed:9659899}.",DDR2,Unknown,NA,NA,NA,FALSE
Q00325-2,-2.7528332793435433,-2.372941227764726,-3.327124163986871,0.006131376032793345,-0.1282963954498218,0.09872960159349162,0.3627636747471628,0.18137417648991155,0.9824065257466033,0.12036142254653645,1.0609691128623224,-0.9200386751387795,0.011249572717169793,0.023382655162913386,0.023382655162913386,-0.015584495482987279,0.9612684662609632,0.999812317632854,0.999812317632854,2.91928203453073,5.2413663631622474e-8,1.301875360248009e-7,1.301875360248009e-7,3.8393207096695097,1.5707234023443508e-8,3.624663895041568e-8,3.624663895041568e-8,-1.03727231478745,0.023209715263659,0.07128831380428825,0.07128831380428825,0.06580741707801696,-0.3317349358480268,-0.4249903087223125,-0.4282392173140472,Q00325,Q00325-2,1,41,16,16,Q00325-2|F8VVM2|Q00325|F8VWQ0,HUMAN,40414.4,52.6,655,655.1,241.45,241.45,Isoform B of Phosphate carrier protein mitochondrial,16,41,12500000000,52.60%,SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.,SLC25A3,Unknown,NA,NA,NA,FALSE
Q8NHP6,-3.688609004267192,-3.825274363560341,-4.535658061942149,0.8801900190134944,-0.8316156210960264,0.8921048420424382,-0.6711162376835782,1.089708281024062,-0.130599620969193,0.9481024080860497,-0.07207827686916106,1.053865336460688,0.0036741575388173427,0.010332231881811364,0.010332231881811364,1.7038923169313134,6.273304311851474e-5,0.004244517697398707,0.004244517697398707,4.9690401974647385,2.9847538655931575e-11,4.207259303042355e-9,4.207259303042355e-9,3.9151748610040507,7.254736276897733e-9,2.4039511533522206e-8,2.4039511533522206e-8,1.8052312658504903,3.995035740704372e-4,0.05760728849389117,0.05760728849389117,2.276280119302308,3.343864604481587,1.6991924215095566,-0.3589575473743831,Q8NHP6,Q8NHP6,1,37,17,17,Q8NHP6|R4GMN1|Q8NHP6-2,HUMAN,60087.4,32.2,656,656.1,241.31,241.31,Motile sperm domain-containing protein 2,17,37,2290000000,32.20%,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28137892}; Single-pass membrane protein {ECO:0000305}.,MOSPD2,Novel PV/PVM,NA,NA,NA,FALSE
P00338,-2.6516706325527912,-1.4590308395019171,-2.951370943107725,-0.0026881414997464393,0.09169829071175707,0.015306988946489462,0.24887669884175578,0.17660130930248036,0.9716386528111831,-0.0680959457120719,1.0285340079970031,-0.9698052776448052,0.020041222719565127,0.03688762593051623,0.03688762593051623,-0.14000644201746856,0.7104703946936274,0.999812317632854,0.999812317632854,2.3843051911467663,3.885726836292493e-6,4.6217858675163395e-6,4.6217858675163395e-6,3.3541104687915713,5.895067253589057e-7,7.166012403482493e-7,7.166012403482493e-7,-1.1400927724215617,0.03152260386665279,0.07978548426586841,0.07978548426586841,0.010076380677276866,-0.5977026105425923,-0.9793915997329347,-0.8714077871078371,P00338,P00338,1,32,15,14,P00338|P00338-3|P00338-2|P00338-5|P00338-4|F5H6W8|F5H5J4|F5GXU1|F5GXC7|F5GWW2|F5H8H6|Q9BYZ2|Q6ZMR3|P07864|F5H245|G3XAP5|A0A087WUM2|F5H155|F5H5G7,HUMAN,36973.3,50.3,657,657.1,240.27,220.38,L-lactate dehydrogenase A chain,15,32,28300000000,50.30%,SUBCELLULAR LOCATION: Cytoplasm.,LDHA,Unknown,NA,NA,NA,FALSE
P07195,-2.0899105293289155,-1.51497120704356,-2.926035258610099,0.1958466972749859,-0.052053885148868155,0.0900834223166732,0.23207531396959782,0.2521877704498863,0.8571348020199835,0.0038662083682750744,0.9482866745231904,-0.7672147136691316,0.04818075136216715,0.0753562098281144,0.0753562098281144,0.045485310192090275,0.8996834480897724,0.999812317632854,0.999812317632854,2.312468356263313,3.4166532923989527e-6,4.104594491543202e-6,4.104594491543202e-6,3.079683069932445,9.833339168842765e-7,1.166416073218621e-6,1.166416073218621e-6,-0.8572254280794965,0.08201443041389524,0.13865808000510124,0.13865808000510124,0.2369470434678033,-0.20119048881232626,-1.0538367546850327,-1.1220570678084552,P07195,P07195,1,3,4,3,P07195,HUMAN,36923.1,13.1,657,657.2,56.8,36.91,L-lactate dehydrogenase B chain,3,3,185000000,9.50%,SUBCELLULAR LOCATION: Cytoplasm.,LDHB,Unknown,NA,NA,NA,FALSE
E7ESZ7,-2.261942361314165,-1.9985259521781544,-3.3763730542896075,0.06204295978720339,-0.11450847892559189,0.23919488969140185,0.17865983009737685,0.1735665148965011,0.9272658568921273,0.07527623938979122,1.0580231149488082,-0.8551243349792431,0.03177485835296021,0.05345318041176748,0.05345318041176748,0.10544447535533202,0.7729475358604675,0.999812317632854,0.999812317632854,2.683133940201867,6.992790262872516e-7,9.69930687138078e-7,9.69930687138078e-7,3.53825827518111,2.1500165999484217e-7,2.856836668352518e-7,2.856836668352518e-7,-0.8872000105651355,0.07590227566150208,0.1311716649740218,0.1311716649740218,0.13850161905660513,-0.07302017658629682,-0.6697126924753893,-0.7032157064117388,E7ESZ7,E7ESZ7,1,37,16,16,E7ESZ7|A0A087WXC5|O95299|O95299-2|Q8N1B9,HUMAN,45079.7,34.8,658,658.1,239.73,239.73,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10 mitochondrial,16,37,4720000000,34.80%,SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|PIRNR:PIRNR000543}.,NDUFA10,Unknown,NA,NA,NA,FALSE
P23528,-2.7514164721319654,-2.212853104108297,-2.7948275133733422,0.14680485631958048,0.024370082874563905,0.16797102438896444,0.2562862740771331,0.25420602837207934,0.8913736242504238,0.16747768852695993,0.9099212860733368,-0.7165325557599842,0.02405238528872657,0.04255712313376673,0.04255712313376673,0.04378672092604752,0.8793200020167258,0.999812317632854,0.999812317632854,2.770480595939765,2.6297072531309665e-8,8.441151464835887e-8,8.441151464835887e-8,3.487013151699749,1.3653489857958629e-8,3.31584753693281e-8,3.31584753693281e-8,-0.8568607342358328,0.03440605461888033,0.08243320309891794,0.08243320309891794,0.29370336286816334,-0.20482143857588217,-0.5791945713540316,-0.7500206296570706,P23528,P23528,1,55,13,10,P23528|E9PK25|G3V1A4,HUMAN,18730.4,75.3,659,659.1,239.68,169.25,Cofilin-1,13,55,15800000000,75.30%,"SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:15580268}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15580268}. Cell projection, ruffle membrane {ECO:0000269|PubMed:15580268}; Peripheral membrane protein {ECO:0000269|PubMed:15580268}; Cytoplasmic side {ECO:0000269|PubMed:15580268}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:15580268}; Peripheral membrane protein {ECO:0000269|PubMed:15580268}; Cytoplasmic side {ECO:0000269|PubMed:15580268}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:P18760}. Note=Colocalizes with the actin cytoskeleton in membrane ruffles and lamellipodia. Detected at the cleavage furrow and contractile ring during cytokinesis. Almost completely in nucleus in cells exposed to heat shock or 10% dimethyl sulfoxide.",CFL1,Unknown,NA,NA,NA,FALSE
Q9Y281,-3.4683243283753744,-2.691508781886509,-3.765030257852983,-0.19524626292523417,-0.051302570459591544,-0.184516391164159,-0.1278151793122953,-0.17167933091784948,1.3946643017321168,-0.27357250310083253,1.434718085462007,-1.6209448156240802,1.6045674940111214e-4,0.0014655942081309614,0.0014655942081309614,-0.11669474714107536,0.7184962750371409,0.999812317632854,0.999812317632854,3.1020341673446046,2.649118454583119e-8,8.48671186728664e-8,8.48671186728664e-8,4.722978982968685,1.1740461402536397e-9,1.6178440680719314e-8,1.6178440680719314e-8,-1.5313859407381367,0.0022108766750075334,0.05760728849389117,0.05760728849389117,-0.7191010086912308,-0.5478709092056804,-0.23560263779794952,0.37885333797882476,Q9Y281,Q9Y281,1,3,5,2,Q9Y281|Q9Y281-3,HUMAN,18850.4,39.1,659,659.2,100,29.57,Cofilin-2,2,3,94800000,20.40%,"SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Colocalizes with CSPR3 in the Z line of sarcomeres. {ECO:0000269|PubMed:19752190}.",CFL2,Unknown,NA,NA,NA,FALSE
O75643,-2.713674050633039,-2.528994807115753,-3.8484540054727763,0.02730293520146515,-0.11928146098636357,0.04613189647007798,0.04556919768732512,0.019609343246180924,1.1739442856480868,0.023322829168736712,1.2105651628120169,-1.1631629732084365,0.005073134761556911,0.01289437633234187,0.01289437633234187,0.06594788267113433,0.8533867700604052,0.999812317632854,0.999812317632854,3.059466038762139,1.0851913811875379e-7,2.1573925882706966e-7,2.1573925882706966e-7,4.222629011970575,1.7927855118634965e-8,3.9574846701542484e-8,3.9574846701542484e-8,-1.1263068415589175,0.02598872001769156,0.0739093228591843,0.0739093228591843,-0.20645487175280827,-0.15744914757706355,-0.27971637044616265,-0.07814316036874022,O75643,O75643,1,21,16,16,O75643|O75643-2|B4E0P5,HUMAN,246157.8,10.2,660,660.1,239.56,239.56,U5 small nuclear ribonucleoprotein 200 kDa helicase,16,21,1220000000,10.20%,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9539711}.,SNRNP200,Unknown,NA,NA,NA,FALSE
Q9BTX1,-3.8674063755092822,-3.6553180612068785,-5.4733421589391655,0.41577805976828636,0.27955808029335166,0.44599344372429217,0.43365419050797555,0.551498228426486,0.34269497801618176,0.49610809342510326,0.5106890937009336,0.05065242047748425,0.9054196912436692,0.9238391347015246,0.9238391347015246,0.12073832093537828,0.7772709346664173,0.999812317632854,0.999812317632854,4.8093666548878184,3.369783675115602e-9,2.3651406997751205e-8,2.3651406997751205e-8,4.758714234410334,3.758754247548347e-8,6.629752669163742e-8,6.629752669163742e-8,-0.30595371492317935,0.5803105815610397,0.6369859498445806,0.6369859498445806,1.1528340184441472,-0.040327643963562275,1.5337213002084256,0.41149226217787366,Q9BTX1,Q9BTX1,1,42,14,14,Q9BTX1|Q9BTX1-2|Q9BTX1-5|Q9BTX1-6|Q9BTX1-4|Q9BTX1-3,HUMAN,76988,25.9,661,661.1,239.25,239.25,Nucleoporin NDC1,14,42,2420000000,25.90%,"SUBCELLULAR LOCATION: Nucleus, nuclear pore complex. Nucleus membrane; Multi-pass membrane protein. Note=Central core structure of the nuclear pore complex.",NDC1,Unknown,NA,NA,NA,FALSE
O00291,-3.3097700712505334,-3.0827984141124074,-4.085785528842675,0.3360470655576179,0.4712027895668102,0.37539361917087816,0.6047526408735796,0.5602728398740765,0.1857711592933743,0.4733009585580173,0.32827259807122083,0.1792317421078501,0.5788415697418655,0.6355796918003022,0.6355796918003022,-0.10172409443004732,0.7518105484210738,0.999812317632854,0.999812317632854,3.92903829219202,1.1713965996840065e-9,1.3747421507473065e-8,1.3747421507473065e-8,3.74980655008417,2.1317841359806022e-8,4.419611216792421e-8,4.419611216792421e-8,-0.35874597311234474,0.39316149432067404,0.45706712552812384,0.45706712552812384,1.296823330418915,-0.5158692422882722,0.621429138729708,-0.5099973063600438,O00291,O00291,1,24,18,17,O00291|O00291-4|O00291-3,HUMAN,117303.1,21.4,662,662.1,238.93,228.27,Huntingtin-interacting protein 1,18,24,17900000000,21.40%,"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Endomembrane system. Cytoplasmic vesicle, clathrin-coated vesicle membrane. Note=Shuttles between cytoplasm and nucleus. Nuclear translocation can be induced by AR.",HIP1,Unknown,NA,NA,NA,FALSE
O75146,-3.2899660893134417,-3.1382238757530905,-4.417414740731909,0.19064403949962092,0.47518499383503066,0.264468709603471,0.5911313867436423,0.42847743600695576,0.5252362361496614,0.334923270994027,0.5381403309780455,-0.22705991953783478,0.5255066782678697,0.5853767180046767,0.5853767180046767,-0.22852982626331764,0.5228691957545102,0.999812317632854,0.999812317632854,3.9198299326255,4.462353051774189e-9,2.828305059406503e-8,2.828305059406503e-8,4.146889852163334,2.126176457588164e-8,4.415503349306789e-8,4.415503349306789e-8,-0.7602181098271711,0.11346944182761157,0.17416838552759073,0.17416838552759073,0.8418383757648127,-0.7869325600791648,0.6118864332931948,-0.14731980237123662,O75146,O75146,1,8,8,7,O75146|O75146-2,HUMAN,120070.8,8.6,662,662.2,102.59,91.93,Huntingtin-interacting protein 1-related protein,7,8,246000000,7.60%,"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Endomembrane system. Cytoplasmic vesicle, clathrin-coated vesicle membrane. Note=Membrane-associated protein, mainly localized at the endocytic compartments and in the perinuclear region.",HIP1R,Unknown,NA,NA,NA,FALSE
Q96T76-8,-3.633481948653881,-2.5426145370939084,-4.119729204240617,-0.31801172580120324,-0.39273926282110644,-0.22475291827866978,-0.3145549277991127,-0.19709004650133574,1.4464590915929811,-0.20613233967111158,1.5859345395922058,-1.7526935731556734,3.3648511326110154e-4,0.0022773811269963255,0.0022773811269963255,0.1171503377470294,0.7574606485248454,0.999812317632854,0.999812317632854,3.1954451390997223,1.329285402506536e-7,2.5179017450613723e-7,2.5179017450613723e-7,4.948138712255396,5.077288913416471e-9,2.0998127621134377e-8,2.0998127621134377e-8,-1.399046477845564,0.011369108153635977,0.058948875965830455,0.058948875965830455,-0.8666396075107199,-0.04799741261795221,-0.13880001171040257,0.5845038102825428,Q96T76,Q96T76-8,1,20,13,13,Q96T76-8|Q96T76|Q96T76-9|Q96T76-5|Q96T76-7,HUMAN,117414.9,18.9,663,663.1,238.06,238.06,Isoform 5 of MMS19 nucleotide excision repair protein homolog,13,20,860000000,18.90%,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20797633}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:20797633}.",MMS19,Unknown,NA,NA,NA,FALSE
